gene_symbol_DLV,gene_symbol_original,gene_name,aeid,aenm,signal_direction,analysis_direction,assay_component_endpoint_desc,gene_direction
Ntsr1,Ntsr1,neurotensin receptor 1,678,NVS_GPCR_rNTS,loss,positive,"Data from the assay component NVS_GPCR_rNTS was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rNTS, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Ntsr1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Oprm1,Oprm1,"opioid receptor, mu 1",679,NVS_GPCR_rOpiate_NonSelective,loss,positive,"Data from the assay component NVS_GPCR_rOpiate_NonSelective was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rOpiate_NonSelective, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Oprm1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Oprm1,Oprm1,"opioid receptor, mu 1",680,NVS_GPCR_rOpiate_NonSelectiveNa,loss,positive,"Data from the assay component NVS_GPCR_rOpiate_NonSelectiveNa was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rOpiate_NonSelectiveNa, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Oprm1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Oxtr,Oxtr,oxytocin receptor,681,NVS_GPCR_rOXT,loss,positive,"Data from the assay component NVS_GPCR_rOXT was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rOXT, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Oxtr. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Sstr1,Sstr1,somatostatin receptor 1,682,NVS_GPCR_rSST,loss,positive,"Data from the assay component NVS_GPCR_rSST was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rSST, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Sstr1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Trhr,Trhr,thyrotropin releasing hormone receptor,683,NVS_GPCR_rTRH,loss,positive,"Data from the assay component NVS_GPCR_rTRH was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rTRH, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Trhr. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Avpr1a,Avpr1a,arginine vasopressin receptor 1A,684,NVS_GPCR_rV1,loss,positive,"Data from the assay component NVS_GPCR_rV1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rV1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Avpr1a. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Vipr1,Vipr1,vasoactive intestinal peptide receptor 1,685,NVS_GPCR_rVIP_NonSelective,loss,positive,"Data from the assay component NVS_GPCR_rVIP_NonSelective was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rVIP_NonSelective, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Vipr1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""secretin receptor"".",Binding
KCNH2,KCNH2,"potassium voltage-gated channel, subfamily H (eag-related), member 2",686,NVS_IC_hKhERGCh,loss,positive,"Data from the assay component NVS_IC_hKhERGCh was analyzed into 1 assay endpoint. This assay endpoint, NVS_IC_hKhERGCh, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene KCNH2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""ion channel"" intended target family, where the subfamily is ""potassium channel"".",inhibition
Cacna1a,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",687,NVS_IC_rCaBTZCHL,loss,positive,"Data from the assay component NVS_IC_rCaBTZCHL was analyzed into 1 assay endpoint. This assay endpoint, NVS_IC_rCaBTZCHL, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Cacna1a. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""ion channel"" intended target family, where the subfamily is ""calcium channel"".",inhibition
Cacna1b,Cacna1b,"calcium channel, voltage-dependent, N type, alpha 1B subunit",688,NVS_IC_rCaChN,loss,positive,"Data from the assay component NVS_IC_rCaChN was analyzed into 1 assay endpoint. This assay endpoint, NVS_IC_rCaChN, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Cacna1b. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""ion channel"" intended target family, where the subfamily is ""calcium channel"".",inhibition
Cacna1a,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",689,NVS_IC_rCaDHPRCh_L,loss,positive,"Data from the assay component NVS_IC_rCaDHPRCh_L was analyzed into 1 assay endpoint. This assay endpoint, NVS_IC_rCaDHPRCh_L, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Cacna1a. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""ion channel"" intended target family, where the subfamily is ""calcium channel"".",inhibition
